Date,Region,Category,Product,Quantity,Unit_Price,Discount_Percent,Sales_Amount,Profit,Customer_Age,Customer_Rating,Payment_Method,Channel
2023-07-18,West,Toys,Board Game,9,42.66,0,233.82,98.26,18,5.0,Cash,Online
2023-07-18,East,Clothing,Jeans,9,73.82,20,323.72,112.53,27,3.2,E-Wallet,In-Store
2023-07-19,South,Furniture,Chair,6,344.24,15,1071.93,357.5,36,2.8,E-Wallet,In-Store
2023-07-19,North,Toys,Board Game,10,32.21,15,167.17,68.1,18,4.8,Credit Card,Online
2023-07-19,West,Food,Bakery,6,24.93,0,91.32,40.14,33,4.1,Credit Card,In-Store
2023-07-20,East,Furniture,Shelf,11,367.64,5,2352.01,814.94,51,4.1,E-Wallet,Online
2023-07-20,West,Clothing,T-Shirt,10,58.38,0,357.38,92.96,38,4.6,Credit Card,Online
2023-07-20,East,Furniture,Table,5,245.28,10,675.73,156.4,53,3.5,Credit Card,Online
2023-07-21,Central,Electronics,Smartphone,6,527.89,10,1750.13,744.88,32,3.9,Cash,In-Store
2023-07-21,East,Electronics,Tablet,8,540.46,0,2654.52,846.34,52,4.4,E-Wallet,Online
2023-07-21,East,Toys,Action Figure,9,35.21,10,175.11,67.27,20,3.3,E-Wallet,Online
2023-07-22,Central,Toys,Puzzle,5,42.75,5,125.04,44.56,45,3.6,Bank Transfer,Online
2023-07-22,South,Food,Bakery,3,22.4,15,35.17,7.62,36,4.3,Credit Card,Online
2023-07-23,North,Furniture,Sofa,9,347.89,5,1837.55,665.16,55,4.4,Credit Card,Online
2023-07-23,North,Electronics,Headphones,8,421.1,0,2081.18,746.44,32,2.8,E-Wallet,In-Store
2023-07-23,West,Toys,Action Figure,6,38.32,0,142.06,56.49,24,4.5,E-Wallet,In-Store
2023-07-24,East,Furniture,Shelf,10,366.75,20,1818.68,381.91,44,4.5,Credit Card,Online
2023-07-24,West,Toys,Doll,9,41.53,5,220.09,73.92,59,3.3,Cash,Online
2023-07-24,North,Toys,Board Game,7,45.4,5,187.12,57.52,41,5.0,Cash,In-Store
2023-07-25,North,Electronics,Tablet,7,450.53,0,1961.85,660.57,37,3.2,E-Wallet,Online
2023-07-25,North,Electronics,Tablet,6,427.05,5,1514.24,585.66,22,4.7,Credit Card,In-Store
2023-07-25,South,Toys,Doll,5,44.51,15,117.67,29.11,50,4.3,Bank Transfer,Online
2023-07-26,East,Clothing,Jeans,10,52.65,15,279.4,123.74,37,3.9,Cash,Online
2023-07-26,South,Toys,Doll,3,39.46,0,73.91,20.51,47,4.1,Credit Card,Online
2023-07-27,South,Toys,Puzzle,9,36.18,5,193.9,58.45,40,4.4,Credit Card,Online
2023-07-27,Central,Food,Beverages,6,28.7,0,107.93,44.67,64,4.9,Credit Card,Online
2023-07-27,South,Food,Bakery,5,31.8,25,74.75,30.54,30,3.1,E-Wallet,Online
2023-07-28,East,Food,Bakery,6,32.44,10,110.26,31.44,31,1.9,E-Wallet,Online
2023-07-28,West,Clothing,T-Shirt,4,61.51,15,131.61,48.96,51,3.3,Credit Card,Online
2023-07-28,South,Clothing,Jeans,9,55.58,10,283.31,108.67,51,4.1,Cash,Online
2023-07-29,East,Toys,Board Game,8,40.86,20,165.25,71.92,51,4.7,E-Wallet,In-Store
2023-07-29,Central,Food,Dairy,5,30.59,20,77.33,19.98,37,4.3,Credit Card,In-Store
2023-07-29,Central,Clothing,Jeans,3,54.18,0,102.72,23.56,40,3.9,Cash,In-Store
2023-07-30,North,Electronics,Tablet,4,574.22,25,1093.43,267.93,20,5.0,Credit Card,In-Store
2023-07-30,Central,Toys,Doll,3,38.84,20,59.16,19.73,35,3.6,Credit Card,Online
2023-07-31,East,Furniture,Sofa,8,387.87,5,1879.51,594.89,41,5.0,Cash,In-Store
2023-07-31,South,Toys,Board Game,6,48.77,15,158.59,61.76,41,4.6,Credit Card,Online
2023-07-31,East,Furniture,Sofa,7,361.29,10,1451.23,590.34,28,5.0,Cash,Online
2023-08-01,Central,Food,Snacks,3,23.97,15,39.16,9.56,23,3.4,Bank Transfer,Online
2023-08-01,East,Furniture,Sofa,7,241.32,0,1082.05,270.96,51,3.7,Credit Card,In-Store
2023-08-01,South,Food,Snacks,4,24.78,10,57.14,14.61,49,2.9,Credit Card,In-Store
2023-08-02,East,Electronics,Smartphone,4,427.91,0,1101.67,368.13,34,4.2,E-Wallet,Online
2023-08-02,North,Furniture,Shelf,4,245.61,15,537.48,125.7,51,4.4,Credit Card,Online
2023-08-02,North,Toys,Board Game,7,42.11,25,142.28,31.08,50,5.0,Credit Card,Online
2023-08-03,North,Food,Bakery,6,25.04,10,87.45,32.17,18,4.2,Cash,Online
2023-08-03,North,Toys,Doll,9,44.69,5,247.15,97.34,36,2.9,Bank Transfer,In-Store
2023-08-04,North,Clothing,Jacket,5,66.64,10,194.94,65.1,55,4.9,Credit Card,Online
2023-08-04,North,Food,Dairy,6,21.51,0,83.9,33.99,18,3.3,Bank Transfer,Online
2023-08-04,East,Furniture,Table,6,386.54,10,1356.98,310.75,19,3.1,E-Wallet,Online
2023-08-05,North,Food,Snacks,8,22.34,10,105.1,38.41,46,4.7,E-Wallet,Online
2023-08-05,South,Toys,Puzzle,7,40.91,0,187.12,57.25,54,3.4,E-Wallet,Online
2023-08-05,Central,Electronics,Tablet,2,469.83,0,614.05,185.03,34,3.5,Credit Card,In-Store
2023-08-06,East,Food,Dairy,3,30.16,10,53.51,17.19,31,5.0,Credit Card,In-Store
2023-08-06,West,Furniture,Table,8,254.88,5,1272.65,522.89,18,4.5,Credit Card,In-Store
2023-08-07,North,Clothing,Jeans,10,60.86,20,321.62,65.05,34,4.7,Credit Card,In-Store
2023-08-07,North,Electronics,Smartphone,11,501.41,0,3643.42,1482.32,18,2.9,Bank Transfer,In-Store
2023-08-07,North,Clothing,Jeans,8,54.45,0,287.77,75.43,33,4.6,Cash,In-Store
2023-08-08,North,Food,Beverages,8,27.84,10,133.17,33.58,55,3.9,Cash,In-Store
2023-08-08,South,Toys,Puzzle,3,50.47,10,90.52,37.45,21,3.7,E-Wallet,In-Store
2023-08-08,North,Toys,Puzzle,6,51.95,10,186.35,40.38,34,4.4,Bank Transfer,In-Store
2023-08-09,North,Furniture,Chair,6,244.87,10,883.36,289.8,49,4.1,Bank Transfer,In-Store
2023-08-09,North,Toys,Board Game,8,36.71,5,186.39,54.57,27,2.9,E-Wallet,Online
2023-08-09,East,Electronics,Tablet,6,429.82,10,1550.58,448.82,43,4.9,Credit Card,Online
2023-08-10,North,Toys,Action Figure,7,39.98,0,188.06,60.89,48,4.8,Credit Card,In-Store
2023-08-10,South,Furniture,Sofa,5,276.34,5,882.01,365.59,39,3.5,Credit Card,Online
2023-08-11,East,Food,Beverages,12,22.54,0,182.86,47.92,39,4.5,Credit Card,In-Store
2023-08-11,West,Food,Snacks,6,31.93,0,129.5,39.44,23,4.7,Credit Card,In-Store
2023-08-11,North,Toys,Board Game,7,50.37,0,238.33,100.18,32,2.5,Bank Transfer,In-Store
2023-08-12,West,Clothing,T-Shirt,4,49.41,0,134.4,36.95,40,3.6,Bank Transfer,Online
2023-08-12,East,Food,Beverages,2,24.24,25,24.72,6.78,18,2.6,E-Wallet,Online
2023-08-12,North,Toys,Action Figure,6,40.1,0,163.63,51.19,18,4.5,E-Wallet,Online
2023-08-13,Central,Furniture,Shelf,6,275.85,0,1132.43,483.96,36,4.4,Cash,Online
2023-08-13,Central,Toys,Action Figure,6,44.58,15,155.55,56.28,42,3.6,Credit Card,In-Store
2023-08-13,North,Food,Snacks,7,28.0,5,127.42,55.72,39,3.9,Bank Transfer,Online
2023-08-14,South,Furniture,Table,2,367.58,5,480.83,158.96,18,3.8,Credit Card,Online
2023-08-14,West,Toys,Doll,12,46.82,5,367.45,82.08,52,2.4,E-Wallet,Online
2023-08-15,West,Electronics,Tablet,2,482.08,5,634.61,285.22,39,5.0,Credit Card,In-Store
2023-08-15,North,Furniture,Chair,6,338.04,0,1405.24,538.68,50,4.2,E-Wallet,Online
2023-08-15,North,Electronics,Headphones,7,421.65,0,2044.94,511.31,29,3.9,E-Wallet,In-Store
2023-08-16,South,Clothing,Jeans,6,65.79,20,220.21,98.55,41,4.1,E-Wallet,Online
2023-08-16,East,Furniture,Shelf,6,313.38,0,1311.13,586.67,44,4.6,Credit Card,Online
2023-08-16,East,Electronics,Smartphone,4,390.0,0,1087.79,323.39,51,2.7,Cash,In-Store
2023-08-17,South,Food,Beverages,6,23.03,10,87.29,22.06,49,3.4,Cash,In-Store
2023-08-17,East,Food,Dairy,3,23.65,0,49.79,12.74,27,4.2,Credit Card,Online
2023-08-17,West,Clothing,Shoes,8,75.73,5,403.94,103.05,36,5.0,E-Wallet,In-Store
2023-08-18,North,Furniture,Table,7,274.56,15,1154.11,415.19,31,2.3,E-Wallet,In-Store
2023-08-18,South,Furniture,Shelf,6,283.39,20,960.99,220.37,39,5.0,Cash,In-Store
2023-08-19,West,Furniture,Chair,5,295.4,15,892.88,398.93,19,3.6,Credit Card,Online
2023-08-19,Central,Clothing,T-Shirt,5,67.91,0,241.49,89.82,18,3.8,E-Wallet,In-Store
2023-08-19,East,Furniture,Table,7,257.74,25,962.33,351.93,69,4.2,Credit Card,In-Store
2023-08-20,East,Food,Bakery,12,31.92,5,260.58,106.47,63,3.1,Credit Card,In-Store
2023-08-20,North,Electronics,Smartphone,7,554.75,0,2780.43,1017.48,53,3.0,Credit Card,In-Store
2023-08-20,South,Food,Bakery,5,27.22,5,92.56,28.09,44,4.2,Credit Card,Online
2023-08-21,East,Food,Bakery,1,28.43,10,18.44,5.9,48,5.0,Cash,Online
2023-08-21,North,Electronics,Headphones,6,363.75,0,1573.34,582.36,48,3.2,Credit Card,In-Store
2023-08-21,South,Food,Dairy,4,24.24,10,62.9,16.52,59,3.3,E-Wallet,Online
2023-08-22,South,Clothing,Jacket,3,71.87,20,125.2,33.97,31,3.2,E-Wallet,In-Store
2023-08-22,North,Electronics,Smartphone,5,377.43,0,1369.83,520.3,28,3.8,Cash,In-Store
2023-08-23,South,Food,Dairy,6,23.53,10,92.87,34.29,37,3.3,Credit Card,In-Store
2023-08-23,North,Toys,Board Game,9,43.71,5,273.13,103.28,45,3.2,E-Wallet,In-Store
2023-08-23,South,Food,Snacks,3,23.21,5,48.34,20.2,34,4.3,E-Wallet,Online
2023-08-24,North,Clothing,Shoes,5,76.02,0,279.77,73.25,30,2.8,Credit Card,In-Store
2023-08-24,Central,Furniture,Shelf,10,259.66,10,1720.11,754.15,56,5.0,Cash,Online
2023-08-24,East,Food,Dairy,3,29.97,5,62.86,25.92,27,3.2,Credit Card,Online
2023-08-25,West,Furniture,Shelf,6,316.19,15,1195.36,506.44,57,5.0,Credit Card,In-Store
2023-08-25,West,Toys,Puzzle,7,47.01,25,182.93,44.57,50,5.0,Bank Transfer,Online
2023-08-26,East,Food,Snacks,7,23.88,20,99.85,43.83,62,5.0,Credit Card,In-Store
2023-08-26,North,Electronics,Headphones,7,475.76,0,2486.28,705.71,66,4.8,E-Wallet,Online
2023-08-26,East,Furniture,Chair,6,368.53,0,1650.75,724.48,42,4.6,Credit Card,In-Store
2023-08-27,East,Toys,Doll,6,41.34,5,177.17,44.89,65,4.2,Bank Transfer,Online
2023-08-27,West,Electronics,Smartphone,6,440.94,10,1790.37,397.14,44,5.0,Credit Card,In-Store
2023-08-27,South,Electronics,Tablet,6,480.63,25,1626.3,533.9,43,4.0,Credit Card,In-Store
2023-08-28,North,Electronics,Smartphone,3,521.41,15,1006.98,250.6,40,4.8,Cash,In-Store
2023-08-28,South,Electronics,Headphones,3,459.8,10,940.24,257.06,32,5.0,Cash,Online
2023-08-28,South,Food,Beverages,8,31.74,0,192.28,48.28,47,4.4,Cash,In-Store
2023-08-29,East,Food,Snacks,5,23.69,15,76.8,19.84,52,3.9,Cash,Online
2023-08-29,East,Food,Bakery,6,25.94,0,118.75,47.34,19,4.4,Credit Card,In-Store
2023-08-30,South,Toys,Action Figure,3,47.14,0,108.67,35.33,71,3.6,Cash,In-Store
2023-08-30,Central,Toys,Doll,5,45.78,20,140.73,29.54,59,3.8,Cash,Online
2023-08-30,East,Toys,Board Game,7,49.27,10,238.54,86.86,30,4.7,E-Wallet,Online
2023-08-31,North,Clothing,Jacket,4,77.9,0,241.22,50.02,45,4.1,Credit Card,Online
2023-08-31,North,Toys,Puzzle,7,40.54,5,208.68,63.48,37,4.7,E-Wallet,In-Store
2023-08-31,North,Food,Dairy,4,21.39,0,66.23,22.16,42,4.1,Bank Transfer,Online
2023-09-01,North,Food,Beverages,10,20.38,10,143.04,40.85,36,4.5,E-Wallet,In-Store
2023-09-01,North,Clothing,Jacket,1,69.81,0,54.44,13.39,44,5.0,Credit Card,In-Store
2023-09-01,North,Clothing,T-Shirt,3,74.22,20,138.91,48.82,24,4.1,Cash,In-Store
2023-09-02,South,Toys,Doll,4,36.41,5,108.71,48.02,66,3.7,Cash,Online
2023-09-02,North,Furniture,Shelf,10,263.77,5,1968.54,537.01,25,4.4,Credit Card,Online
2023-09-03,Central,Clothing,Jacket,5,49.87,0,197.33,41.63,45,1.9,Cash,In-Store
2023-09-03,North,Electronics,Smartphone,8,545.11,0,3451.36,1013.85,29,4.6,Cash,In-Store
2023-09-03,East,Food,Snacks,7,23.89,10,119.13,48.0,35,3.4,Credit Card,Online
2023-09-04,South,Electronics,Smartphone,10,450.38,10,3231.99,1253.82,43,5.0,Credit Card,Online
2023-09-04,Central,Food,Snacks,5,26.28,0,104.79,23.32,39,4.6,Credit Card,Online
2023-09-04,North,Food,Dairy,8,30.49,5,184.78,82.53,39,4.7,Credit Card,Online
2023-09-05,South,Clothing,T-Shirt,4,67.52,15,184.43,57.69,33,5.0,Credit Card,In-Store
2023-09-05,Central,Clothing,T-Shirt,6,66.45,5,304.28,124.85,29,3.7,Credit Card,In-Store
2023-09-05,Central,Electronics,Headphones,5,399.53,0,1604.72,608.69,46,3.8,Credit Card,Online
2023-09-06,West,Food,Beverages,3,26.41,5,60.93,22.74,26,2.7,E-Wallet,Online
2023-09-06,South,Electronics,Headphones,2,520.96,10,758.94,299.92,29,5.0,E-Wallet,Online
2023-09-07,North,Furniture,Chair,3,385.99,0,944.23,237.86,29,3.0,Cash,In-Store
2023-09-07,West,Electronics,Headphones,6,405.32,0,1983.01,727.66,33,4.0,E-Wallet,In-Store
2023-09-07,Central,Toys,Puzzle,6,32.19,10,141.74,51.54,19,5.0,Credit Card,Online
2023-09-08,East,Electronics,Headphones,6,376.94,25,1393.56,469.28,19,5.0,Cash,Online
2023-09-08,East,Toys,Doll,9,39.52,5,277.58,62.3,45,3.8,Credit Card,Online
2023-09-08,South,Toys,Doll,7,48.41,0,278.41,77.38,45,2.6,E-Wallet,In-Store
2023-09-09,West,Toys,Board Game,4,32.14,5,101.1,43.94,42,4.2,Credit Card,In-Store
2023-09-09,North,Furniture,Table,4,308.51,0,1021.47,449.63,55,4.3,Credit Card,Online
2023-09-09,South,Electronics,Laptop,6,434.08,0,2155.82,664.86,26,4.3,Credit Card,Online
2023-09-10,South,Electronics,Tablet,4,371.81,10,1116.29,254.78,18,3.9,Bank Transfer,In-Store
2023-09-10,East,Furniture,Table,3,307.54,20,615.55,227.25,48,4.1,Credit Card,In-Store
2023-09-11,North,Food,Snacks,7,23.18,15,115.91,44.98,18,3.6,Credit Card,Online
2023-09-11,North,Clothing,Shoes,7,58.56,0,344.42,90.57,36,4.1,Credit Card,Online
2023-09-11,East,Electronics,Tablet,7,518.76,15,2593.62,776.73,41,4.7,E-Wallet,In-Store
2023-09-12,South,Clothing,Jacket,7,63.65,0,377.19,116.45,64,4.1,Cash,Online
2023-09-12,East,Furniture,Chair,8,258.7,0,1752.12,723.06,30,4.0,E-Wallet,Online
2023-09-12,North,Food,Beverages,3,32.02,20,65.06,26.41,31,5.0,Cash,In-Store
2023-09-13,East,Food,Beverages,8,27.95,20,152.58,57.91,46,4.4,Cash,In-Store
2023-09-13,East,Food,Beverages,5,29.57,0,126.13,50.24,45,4.0,Credit Card,In-Store
2023-09-13,North,Furniture,Chair,6,251.88,0,1289.12,267.03,33,4.1,Credit Card,Online
2023-09-14,South,Toys,Action Figure,6,32.94,0,169.86,75.65,40,3.0,E-Wallet,Online
2023-09-14,North,Toys,Action Figure,6,32.39,10,150.31,44.11,28,3.2,E-Wallet,Online
2023-09-15,North,Clothing,Jeans,5,53.66,20,185.87,59.59,43,4.1,Bank Transfer,In-Store
2023-09-15,Central,Toys,Board Game,5,40.29,0,174.42,64.4,18,3.4,E-Wallet,In-Store
2023-09-15,South,Toys,Board Game,4,50.72,5,166.88,38.06,75,4.0,Cash,In-Store
2023-09-16,West,Food,Snacks,4,25.71,0,89.73,25.34,47,4.7,E-Wallet,In-Store
2023-09-16,South,Food,Snacks,8,23.63,0,164.9,33.05,23,4.6,E-Wallet,In-Store
2023-09-16,West,Clothing,Jeans,6,64.86,15,288.57,117.69,34,4.5,Credit Card,Online
2023-09-17,West,Electronics,Headphones,5,385.19,15,1438.85,615.87,24,4.9,Credit Card,Online
2023-09-17,East,Clothing,Shoes,10,66.29,0,582.6,241.87,27,4.8,Cash,Online
2023-09-18,East,Clothing,Shoes,6,65.05,0,345.63,132.27,40,4.8,Credit Card,Online
2023-09-18,South,Furniture,Table,6,358.8,0,1906.33,659.21,56,4.8,Credit Card,Online
2023-09-18,South,Furniture,Table,7,388.0,5,2284.82,535.45,36,3.1,Bank Transfer,In-Store
2023-09-19,Central,Clothing,Jacket,7,55.53,0,346.75,131.46,18,2.5,E-Wallet,Online
2023-09-19,West,Clothing,Jacket,7,63.29,5,375.48,83.05,30,3.5,Cash,In-Store
2023-09-19,Central,Clothing,Jacket,5,75.27,5,318.95,106.62,30,3.7,Cash,In-Store
2023-09-20,North,Toys,Puzzle,4,47.7,0,171.5,49.43,39,4.7,Credit Card,Online
2023-09-20,West,Furniture,Chair,5,313.11,15,1196.02,459.15,36,4.1,Cash,Online
2023-09-20,Central,Clothing,Jeans,6,76.36,0,411.79,169.24,18,3.6,Cash,Online
2023-09-21,North,Food,Snacks,3,20.72,15,47.83,11.13,25,4.3,E-Wallet,Online
2023-09-21,North,Food,Dairy,7,31.64,10,180.47,76.27,23,4.5,Bank Transfer,In-Store
2023-09-22,West,Toys,Board Game,1,33.01,15,25.59,6.56,49,4.7,Credit Card,In-Store
2023-09-22,East,Toys,Puzzle,10,42.95,0,391.73,119.38,34,3.7,Credit Card,In-Store
2023-09-22,West,Electronics,Tablet,4,560.35,10,1840.05,431.89,18,3.3,Cash,Online
2023-09-23,North,Electronics,Smartphone,11,419.11,0,4236.27,1146.1,26,3.4,Cash,Online
2023-09-23,West,Electronics,Tablet,5,466.26,25,1606.63,609.85,53,4.3,Credit Card,In-Store
2023-09-23,North,Toys,Action Figure,5,38.49,10,159.14,48.76,30,3.3,E-Wallet,Online
2023-09-24,North,Toys,Doll,8,51.04,0,377.98,168.85,29,4.8,Bank Transfer,Online
2023-09-24,North,Toys,Puzzle,6,48.47,0,269.21,89.16,35,3.2,Bank Transfer,In-Store
2023-09-24,West,Food,Beverages,5,28.86,20,106.87,45.79,40,3.0,E-Wallet,Online
2023-09-25,West,Toys,Action Figure,11,43.75,20,359.0,123.05,36,4.3,Bank Transfer,In-Store
2023-09-25,East,Food,Beverages,6,30.26,20,135.42,57.23,51,4.0,Bank Transfer,Online
2023-09-26,South,Electronics,Headphones,8,448.26,15,2862.87,604.44,36,4.6,E-Wallet,Online
2023-09-26,Central,Electronics,Headphones,4,460.7,15,1471.16,469.64,46,3.7,Credit Card,Online
2023-09-26,South,Electronics,Tablet,5,524.25,10,2215.72,491.21,40,4.4,Credit Card,In-Store
2023-09-27,West,Clothing,T-Shirt,4,58.73,0,222.25,98.77,21,4.8,Credit Card,In-Store
2023-09-27,South,Clothing,Jacket,3,49.92,0,141.67,41.17,61,3.5,Cash,Online
2023-09-27,South,Furniture,Table,4,251.15,10,855.34,319.27,53,4.5,E-Wallet,In-Store
2023-09-28,East,Furniture,Sofa,7,257.3,5,1630.41,557.67,30,5.0,Cash,Online
2023-09-28,South,Furniture,Chair,8,370.45,10,2541.51,588.94,36,4.7,Credit Card,Online
2023-09-28,West,Clothing,Jacket,6,62.17,0,355.42,72.86,45,3.4,Credit Card,Online
2023-09-29,East,Clothing,Jeans,4,69.39,10,239.72,93.1,40,4.4,Credit Card,Online
2023-09-29,North,Furniture,Shelf,4,298.94,0,1147.56,244.36,39,3.0,Credit Card,Online
2023-09-30,Central,Furniture,Table,8,278.81,5,2048.07,568.99,44,3.1,Credit Card,Online
2023-09-30,South,Toys,Puzzle,4,38.94,5,143.04,30.34,42,5.0,Credit Card,In-Store
2023-09-30,East,Furniture,Shelf,5,359.13,0,1735.58,537.0,42,4.3,Credit Card,In-Store
2023-10-01,Central,Toys,Board Game,8,44.5,20,277.26,58.17,39,5.0,Cash,In-Store
2023-10-01,East,Food,Dairy,5,31.72,5,146.67,33.28,46,4.3,Credit Card,In-Store
2023-10-01,North,Clothing,Jacket,3,68.39,20,159.78,66.76,40,3.8,E-Wallet,In-Store
2023-10-02,Central,Furniture,Shelf,4,325.53,0,1276.45,475.23,41,4.0,Cash,Online
2023-10-02,East,Clothing,Jeans,3,66.31,0,195.0,75.9,55,4.2,Credit Card,In-Store
2023-10-02,South,Clothing,Shoes,9,76.27,0,672.92,206.57,43,5.0,E-Wallet,In-Store
2023-10-03,North,Clothing,Shoes,7,71.65,0,495.09,123.43,42,4.6,Credit Card,In-Store
2023-10-03,West,Food,Snacks,13,20.3,0,260.52,67.77,26,3.4,Credit Card,Online
2023-10-04,East,Electronics,Tablet,5,480.18,0,2386.65,640.37,27,3.8,Bank Transfer,Online
2023-10-04,East,Furniture,Sofa,4,343.25,20,1091.88,388.91,52,4.6,Cash,In-Store
2023-10-04,Central,Electronics,Smartphone,2,528.46,20,840.51,348.89,45,3.3,Cash,Online
2023-10-05,West,Electronics,Smartphone,7,407.96,20,2286.72,908.64,49,4.2,E-Wallet,In-Store
2023-10-05,North,Electronics,Smartphone,3,555.11,25,1250.19,330.78,40,4.0,Bank Transfer,Online
2023-10-05,South,Clothing,Jacket,5,76.68,5,364.55,150.6,43,4.4,Credit Card,Online
2023-10-06,North,Toys,Board Game,5,36.73,5,175.85,69.33,36,4.0,E-Wallet,In-Store
2023-10-06,West,Clothing,Jacket,6,74.48,0,450.37,154.87,37,2.9,E-Wallet,Online
2023-10-06,North,Clothing,Jacket,5,50.91,0,256.54,110.82,32,4.0,Credit Card,Online
2023-10-07,East,Electronics,Headphones,6,372.53,15,1927.88,765.03,55,4.7,E-Wallet,Online
2023-10-07,West,Clothing,Shoes,8,51.88,20,336.9,138.99,28,5.0,Credit Card,In-Store
2023-10-08,Central,Electronics,Headphones,7,372.99,15,2267.22,481.04,41,4.9,Cash,Online
2023-10-08,South,Toys,Board Game,5,48.9,15,212.31,85.38,35,2.9,E-Wallet,Online
2023-10-08,West,Furniture,Sofa,6,248.86,0,1525.39,357.79,50,2.9,Credit Card,In-Store
2023-10-09,North,Electronics,Headphones,4,421.12,5,1645.82,693.39,40,3.2,E-Wallet,Online
2023-10-09,West,Toys,Action Figure,2,34.08,5,66.59,15.49,43,5.0,E-Wallet,Online
2023-10-09,North,Furniture,Sofa,5,284.31,25,1096.52,329.11,40,4.6,Bank Transfer,In-Store
2023-10-10,South,Food,Bakery,6,21.13,20,105.02,24.95,25,5.0,Credit Card,Online
2023-10-10,West,Electronics,Tablet,7,510.3,10,3328.47,776.08,45,5.0,Credit Card,Online
2023-10-11,North,Electronics,Tablet,5,390.0,0,2032.25,611.52,36,4.1,E-Wallet,In-Store
2023-10-11,North,Food,Snacks,6,30.65,0,191.65,42.27,28,3.6,Credit Card,In-Store
2023-10-11,West,Food,Beverages,8,30.21,5,239.32,72.67,19,4.4,Cash,Online
2023-10-12,West,Electronics,Headphones,6,363.07,20,1828.19,497.01,27,4.9,E-Wallet,In-Store
2023-10-12,East,Food,Snacks,6,31.2,0,196.36,67.94,47,5.0,Credit Card,Online
2023-10-12,West,Clothing,Jacket,10,48.87,0,512.64,113.54,60,3.8,Credit Card,Online
2023-10-13,East,Furniture,Chair,4,275.95,0,1165.43,284.32,39,5.0,Cash,In-Store
2023-10-13,South,Furniture,Chair,6,244.86,20,1240.96,506.71,25,4.2,Credit Card,Online
2023-10-13,South,Furniture,Shelf,4,290.38,5,1165.06,356.39,43,4.9,Cash,In-Store
2023-10-14,North,Clothing,Shoes,6,63.42,10,363.9,82.17,52,4.4,Credit Card,Online
2023-10-14,Central,Food,Snacks,5,29.96,5,151.22,38.07,62,3.7,Credit Card,Online
2023-10-15,East,Toys,Doll,4,38.76,0,165.81,34.71,54,2.4,E-Wallet,Online
2023-10-15,South,Food,Snacks,8,28.82,0,246.56,96.69,40,3.0,Cash,Online
2023-10-15,East,Electronics,Smartphone,6,402.19,15,2193.61,785.61,45,5.0,E-Wallet,In-Store
2023-10-16,Central,Furniture,Shelf,4,352.59,20,1214.28,392.46,28,4.8,Credit Card,In-Store
2023-10-16,North,Food,Bakery,4,22.95,5,93.86,36.78,48,4.5,E-Wallet,In-Store
2023-10-16,East,Toys,Doll,7,34.87,5,249.57,87.72,50,5.0,Bank Transfer,In-Store
2023-10-17,East,Electronics,Smartphone,8,401.72,15,2958.31,933.69,18,3.4,Cash,In-Store
2023-10-17,East,Clothing,T-Shirt,8,53.46,10,416.86,167.65,39,3.7,E-Wallet,In-Store
2023-10-17,North,Clothing,Jacket,5,63.39,0,343.22,132.43,57,3.7,Credit Card,Online
2023-10-18,Central,Toys,Doll,5,48.9,5,253.09,105.99,29,3.0,Cash,In-Store
2023-10-18,Central,Electronics,Laptop,2,377.91,10,741.25,201.36,18,3.5,E-Wallet,Online
2023-10-19,East,Furniture,Table,5,346.04,10,1707.29,613.96,37,3.2,E-Wallet,In-Store
2023-10-19,West,Food,Dairy,4,28.18,25,92.69,36.6,51,2.9,Cash,In-Store
2023-10-19,Central,Electronics,Tablet,3,556.32,20,1463.85,473.07,43,3.5,Bank Transfer,Online
2023-10-20,West,Clothing,Jeans,7,55.32,0,427.18,184.94,38,3.9,Credit Card,Online
2023-10-20,North,Toys,Action Figure,3,41.0,10,122.11,26.76,25,5.0,E-Wallet,In-Store
2023-10-20,East,Toys,Board Game,7,50.52,0,390.06,146.81,23,3.2,Credit Card,Online
2023-10-21,East,Food,Snacks,7,28.25,10,197.5,45.11,40,5.0,E-Wallet,In-Store
2023-10-21,South,Toys,Doll,7,39.78,10,278.07,90.54,37,4.3,Credit Card,Online
2023-10-21,West,Toys,Doll,7,34.63,5,255.54,60.68,49,4.3,Bank Transfer,In-Store
2023-10-22,Central,Electronics,Laptop,7,419.06,20,2619.65,1017.04,43,4.3,E-Wallet,In-Store
2023-10-22,Central,Furniture,Chair,6,327.18,10,1972.26,801.1,28,2.6,Credit Card,Online
2023-10-23,East,Food,Snacks,8,28.98,20,208.24,49.49,41,3.4,E-Wallet,Online
2023-10-23,North,Electronics,Headphones,8,387.99,0,3485.34,1382.87,39,4.5,E-Wallet,Online
2023-10-23,Central,Furniture,Sofa,10,329.94,0,3704.79,976.03,18,4.0,Credit Card,Online
2023-10-24,West,Electronics,Tablet,6,483.83,10,2950.77,1073.65,32,2.8,Credit Card,Online
2023-10-24,North,Electronics,Headphones,5,475.64,25,2014.46,529.71,38,4.0,Credit Card,In-Store
2023-10-24,Central,Toys,Action Figure,8,45.8,5,393.14,87.71,36,4.6,Credit Card,In-Store
2023-10-25,Central,Furniture,Shelf,6,365.62,0,2491.83,509.8,42,3.0,Cash,In-Store
2023-10-25,East,Food,Dairy,6,24.04,5,155.63,56.04,39,3.7,Cash,In-Store
2023-10-25,East,Food,Snacks,5,31.11,5,167.87,60.12,42,5.0,Cash,In-Store
